sentence,sentiment,cleaned_sentence,positive_score,negative_score,neutral_score,tiempo_fuzzification,sentimiento_defuzzificado,tiempo_defuzzificacion,tiempo_total
atebits i just finished watching your stanford iphone class session i really appreciate it you rock,Positive,atebits i just finished watching your stanford iphone class session i really appreciate it you rock,0.187,0.0,0.813,0.009099996532313526,Neutral,0.13939999917056412,0.14849999570287764
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,Positive,hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,0.225,0.0,0.775,0.00910000380827114,Neutral,0.08910000178730115,0.09820000559557229
lakers tonight let s go,Positive,lakers tonight let s go,0.0,0.0,1.0,0.008600000001024455,Neutral,0.15339999663410708,0.16199999663513154
will the lakers kick the nuggets ass tonight,Positive,will the lakers kick the nuggets ass tonight,0.0,0.333,0.667,0.009099996532313526,Neutral,0.11649999942164868,0.1255999959539622
oooooooh north korea is in troubleeeee,Negative,oooooooh north korea is in troubleeeee,0.0,0.0,1.0,0.008499999239575118,Neutral,0.15070000517880544,0.15920000441838056
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,Negative,wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,0.157,0.0,0.843,0.009000003046821803,Neutral,0.09210000280290842,0.10110000584973022
listening to obama friggin north korea,Negative,listening to obama friggin north korea,0.0,0.0,1.0,0.008600000001024455,Neutral,0.10589999874355271,0.11449999874457717
i just realized we three monkeys in the white obama biden pelosi sarah palin,Negative,i just realized we three monkeys in the white obama biden pelosi sarah palin,0.0,0.0,1.0,0.008499999239575118,Neutral,0.10610000026645139,0.1145999995060265
pelosi should stay in china and never come back,Negative,pelosi should stay in china and never come back,0.0,0.0,1.0,0.008499999239575118,Neutral,0.11020000238204375,0.11870000162161887
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,Negative,nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,0.125,0.319,0.556,0.011800002539530396,Neutral,0.08070000330917537,0.09250000584870577
ugh the amount of times these stupid insects have bitten me grr,Negative,ugh the amount of times these stupid insects have bitten me grr,0.0,0.383,0.617,0.010099996870849282,Negative,0.09169999975711107,0.10179999662796035
prettiest insects ever pink katydids,Positive,prettiest insects ever pink katydids,0.481,0.0,0.519,0.010100004146806896,Positive,0.08369999704882503,0.09380000119563192
just got barraged by a horde of insects hungry for my kitchen light so scary,Negative,just got barraged by a horde of insects hungry for my kitchen light so scary,0.0,0.24,0.76,0.010100004146806896,Neutral,0.09440000576432794,0.10450000991113484
just had mcdonalds for dinner d it was goooood big mac meal,Positive,just had mcdonalds for dinner d it was goooood big mac meal,0.0,0.0,1.0,0.009399998816661537,Neutral,0.11029999586753547,0.11969999468419701
ahh yes lol ima tell my hubby to go get me sum mcdonalds,Positive,ahh yes lol ima tell my hubby to go get me sum mcdonalds,0.333,0.0,0.667,0.009999996109399945,Positive,0.09160000627161935,0.1016000023810193
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,Positive,stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,0.0,0.192,0.808,0.009900002623908222,Neutral,0.09059999865712598,0.1005000012810342
could go for a lot of mcdonalds i mean a lot,Positive,could go for a lot of mcdonalds i mean a lot,0.0,0.0,1.0,0.009499999578110874,Neutral,0.11180000001331791,0.12129999959142879
my exam went good your prayers worked,Positive,my exam went good your prayers worked,0.326,0.0,0.674,0.00910000380827114,Positive,0.0903999971342273,0.09950000094249845
only one exam left and i am so happy for it d,Positive,only one exam left and i am so happy for it d,0.345,0.0,0.655,0.00910000380827114,Positive,0.13670000043930486,0.145800004247576
math review im going to fail the exam,Negative,math review im going to fail the exam,0.0,0.333,0.667,0.019400002202019095,Neutral,0.08820000221021473,0.10760000441223383
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,Negative,colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,0.198,0.134,0.669,0.01170000177808106,Neutral,0.07680000271648169,0.08850000449456275
obviously not siding with cheney here,Negative,obviously not siding with cheney here,0.0,0.0,1.0,0.009499999578110874,Neutral,0.1373999984934926,0.14689999807160348
absolutely hilarious from,Positive,absolutely hilarious from,0.599,0.0,0.401,0.010199997632298619,Positive,0.06589999975403771,0.07609999738633633
i never did thank you for including me in your top twitter authors you rock amp i new wave d,Positive,i never did thank you for including me in your top twitter authors you rock amp i new wave d,0.095,0.112,0.793,0.01049999991664663,Neutral,0.09869999485090375,0.10919999476755038
rt awesome jquery reference book for coda webdesign,Positive,rt awesome jquery reference book for coda webdesign,0.369,0.0,0.631,0.010899995686486363,Positive,0.09380000119563192,0.10469999688211828
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,Positive,i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,0.238,0.085,0.676,0.009499999578110874,Neutral,0.15809999604243785,0.16759999562054873
goodby silverstein s new site i enjoy it,Positive,goodby silverstein s new site i enjoy it,0.39,0.0,0.61,0.009000003046821803,Positive,0.19099999917671084,0.20000000222353265
wow everyone at the google i o conference got free g s with a month of unlimited service,Positive,wow everyone at the google i o conference got free g s with a month of unlimited service,0.392,0.0,0.608,0.008999995770864189,Positive,0.18500000442145392,0.1940000001923181
dood i got a free google android phone at the i o conference the g,Positive,dood i got a free google android phone at the i o conference the g,0.268,0.0,0.732,0.00910000380827114,Neutral,0.1990000018849969,0.20810000569326803
the g is amazing btw a huge improvement over the g,Positive,the g is amazing btw a huge improvement over the g,0.645,0.0,0.355,0.009199997293762863,Positive,0.15559999883407727,0.16479999612784013
html demos lots of great stuff to come yes i m excited io googleio,Positive,html demos lots of great stuff to come yes i m excited io googleio,0.505,0.0,0.495,0.009199997293762863,Positive,0.1021999996737577,0.11139999696752056
yay happy place place place i love google,Positive,yay happy place place place i love google,0.739,0.0,0.261,0.00910000380827114,Positive,0.0838999985717237,0.09300000237999484
googleio o d bringing d graphics to the browser very nice tbh funfun,Positive,googleio o d bringing d graphics to the browser very nice tbh funfun,0.256,0.0,0.744,0.008999995770864189,Neutral,0.12570000399136916,0.13469999976223335
awesome viral marketing for funny people,Positive,awesome viral marketing for funny people,0.636,0.0,0.364,0.009200004569720477,Positive,0.08019999950192869,0.08940000407164916
saw night at the museum out of sheer desperation who is funding these movies,Negative,saw night at the museum out of sheer desperation who is funding these movies,0.0,0.188,0.812,0.009099996532313526,Neutral,0.09379999391967431,0.10289999045198783
night at the museum pretty furkin good,Positive,night at the museum pretty furkin good,0.55,0.0,0.45,0.009200004569720477,Positive,0.07219999679364264,0.08140000136336312
watching night at the museum giggling,Positive,watching night at the museum giggling,0.333,0.0,0.667,0.009000003046821803,Positive,0.08879999950295314,0.09780000254977494
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,Negative,back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0.107,0.0,0.893,0.009000003046821803,Neutral,0.0973999995039776,0.1064000025507994
just watched night at the museum so stinkin cute,Positive,just watched night at the museum so stinkin cute,0.291,0.0,0.709,0.008999995770864189,Neutral,0.1281000004382804,0.1370999962091446
so night at the museum was awesome much better than part next weekend we ll see up,Positive,so night at the museum was awesome much better than part next weekend we ll see up,0.318,0.0,0.682,0.011399999493733048,Neutral,0.10309999925084412,0.11449999874457717
saw the new night at the museum and i loved it next is to go see up in d,Positive,saw the new night at the museum and i loved it next is to go see up in d,0.196,0.0,0.804,0.010099996870849282,Neutral,0.08960000559454784,0.09970000246539712
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,Negative,it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0.0,0.217,0.783,0.010000003385357559,Neutral,0.09330000466434285,0.10330000804970041
as u may have noticed not too happy about the gm situation nor aig lehman et al,Negative,as u may have noticed not too happy about the gm situation nor aig lehman et al,0.0,0.167,0.833,0.010200004908256233,Neutral,0.09549999958835542,0.10570000449661165
gm good riddance sad though,Negative,gm good riddance sad though,0.322,0.344,0.333,0.01049999991664663,Neutral,0.12600000627571717,0.1365000061923638
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,Negative,i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,0.0,0.0,1.0,0.009499999578110874,Neutral,0.16070000128820539,0.17020000086631626
having the old coca cola guy on the gm board is stupid has heck tcot ala,Negative,having the old coca cola guy on the gm board is stupid has heck tcot ala,0.0,0.185,0.815,0.010000003385357559,Neutral,0.09349999891128391,0.10350000229664147
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,Negative,rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0.17,0.211,0.619,0.010399999155197293,Neutral,0.08379999781027436,0.09419999696547166
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,Negative,give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,0.112,0.0,0.888,0.010000003385357559,Neutral,0.09869999485090375,0.10869999823626131
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,Negative,the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,0.077,0.336,0.587,0.01049999991664663,Neutral,0.09249999857274815,0.10299999848939478
i own a gm car and it is junk as far as quality compared to a honda,Negative,i own a gm car and it is junk as far as quality compared to a honda,0.0,0.0,1.0,0.009499999578110874,Neutral,0.124100006360095,0.13360000593820587
sad day bankrupt gm,Negative,sad day bankrupt gm,0.0,0.77,0.23,0.010199997632298619,Negative,0.08410000009462237,0.09429999772692099
is upset about the whole gm thing life as i know it is so screwed up,Negative,is upset about the whole gm thing life as i know it is so screwed up,0.0,0.341,0.659,0.009999996109399945,Negative,0.09610000415705144,0.10610000026645139
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,Negative,whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,0.0,0.281,0.719,0.009999996109399945,Neutral,0.08969999908003956,0.0996999951894395
wftb joining a bit late my connection was down boo time warner,Negative,wftb joining a bit late my connection was down boo time warner,0.0,0.0,1.0,0.009499999578110874,Neutral,0.10990000009769574,0.11939999967580661
cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c,Negative,cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c,0.0,0.0,1.0,0.009399998816661537,Neutral,0.10879999899771065,0.11819999781437218
i am furious with time warner and their phone promotions,Negative,i am furious with time warner and their phone promotions,0.0,0.316,0.684,0.0109999964479357,Neutral,0.10650000331224874,0.11749999976018444
just got home from chick fil a with the boys damn my internets down stupid time warner,Negative,just got home from chick fil a with the boys damn my internets down stupid time warner,0.0,0.303,0.697,0.00910000380827114,Neutral,0.13970000145491213,0.14880000526318327
could time warner cable suck more no,Negative,could time warner cable suck more no,0.0,0.519,0.481,0.009199997293762863,Negative,0.07639999967068434,0.0855999969644472
pissed at time warner for causin me to have slow internet problems,Negative,pissed at time warner for causin me to have slow internet problems,0.0,0.408,0.592,0.009000003046821803,Negative,0.09979999595088884,0.10879999899771065
ummm having some time warner problems,Negative,ummm having some time warner problems,0.0,0.351,0.649,0.008999995770864189,Negative,0.09139999747276306,0.10039999324362725
you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment,Negative,you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment,0.104,0.233,0.663,0.009399998816661537,Neutral,0.09040000441018492,0.09980000322684646
rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside,Negative,rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside,0.0,0.133,0.867,0.00910000380827114,Neutral,0.0943000050028786,0.10340000881114975
rt new time warner slogan time warner where we make you long for the days before cable,Negative,rt new time warner slogan time warner where we make you long for the days before cable,0.0,0.0,1.0,0.008499999239575118,Neutral,0.10940000356640667,0.11790000280598179
confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon,Negative,confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon,0.0,0.119,0.881,0.008999995770864189,Neutral,0.10009999823523685,0.10909999400610104
time warner epic fail,Negative,time warner epic fail,0.0,0.538,0.462,0.009300005331169814,Negative,0.06819999543949962,0.07750000077066943
i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm,Negative,i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm,0.0,0.245,0.755,0.009099996532313526,Neutral,0.09979999595088884,0.10889999248320237
gm files bankruptcy not a good sign,Negative,gm files bankruptcy not a good sign,0.0,0.325,0.675,0.009000003046821803,Neutral,0.09850000060396269,0.10750000365078449
yankees won mets lost its a good day,Positive,yankees won mets lost its a good day,0.512,0.178,0.31,0.009700001101009548,Neutral,0.10660000407369807,0.11630000517470762
my dentist appt today was actually quite enjoyable,Positive,my dentist appt today was actually quite enjoyable,0.313,0.0,0.687,0.009000003046821803,Neutral,0.09270000009564683,0.10170000314246863
i hate the effing dentist,Negative,i hate the effing dentist,0.0,0.552,0.448,0.009199997293762863,Negative,0.06859999848529696,0.07779999577905983
i hate going to the dentist,Negative,i hate going to the dentist,0.0,0.481,0.519,0.009200004569720477,Negative,0.07570000161649659,0.08490000618621707
i hate the dentist who invented them anyways,Negative,i hate the dentist who invented them anyways,0.0,0.381,0.619,0.008900002285372466,Negative,0.0895000048330985,0.09840000711847097
this dentist s office is cold,Negative,this dentist s office is cold,0.0,0.0,1.0,0.01080000220099464,Neutral,0.10569999722065404,0.11649999942164868
just applied at safeway yeeeee,Positive,just applied at safeway yeeeee,0.0,0.0,1.0,0.00790000194683671,Neutral,0.10859999747481197,0.11649999942164868
safeway place is a nightmare right now bumming,Negative,safeway place is a nightmare right now bumming,0.0,0.0,1.0,0.007800001185387373,Neutral,0.11020000238204375,0.11800000356743112
hate safeway select green tea icecream bought two cartons what a waste of money gt _ lt,Negative,hate safeway select green tea icecream bought two cartons what a waste of money gt  lt,0.102,0.316,0.583,0.009399998816661537,Neutral,0.07989999721758068,0.08929999603424221
nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond,Positive,nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond,0.301,0.0,0.699,0.008700000762473792,Neutral,0.08630000229459256,0.09500000305706635
have you tried nike v addictive,Positive,have you tried nike v addictive,0.0,0.0,1.0,0.007800001185387373,Neutral,0.10440000187372789,0.11220000305911526
the nike training club beta iphone app looks very interesting,Positive,the nike training club beta iphone app looks very interesting,0.25,0.0,0.75,0.008600000001024455,Neutral,0.08160000288626179,0.09020000288728625
argghhhh why won t my jquery appear in safari bad safari,Negative,argghhhh why won t my jquery appear in safari bad safari,0.243,0.23,0.526,0.009399998816661537,Neutral,0.07780000305501744,0.08720000187167898
i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js,Positive,i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js,0.253,0.177,0.57,0.0092999980552122,Neutral,0.08119999984046444,0.09049999789567664
super investors a great weekend read here from warren buffet oldie but a goodie,Positive,super investors a great weekend read here from warren buffet oldie but a goodie,0.333,0.0,0.667,0.008700000762473792,Positive,0.08699999307282269,0.09569999383529648
reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio,Positive,reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio,0.306,0.0,0.694,0.008600000001024455,Neutral,0.10620000102790073,0.11480000102892518
i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it,Positive,i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it,0.289,0.0,0.711,0.008600000001024455,Neutral,0.10290000500390306,0.11150000500492752
i can t watch tv without a tivo and after all these years the time warner dvr still sucks,Negative,i can t watch tv without a tivo and after all these years the time warner dvr still sucks,0.0,0.143,0.857,0.008700000762473792,Neutral,0.0931999966269359,0.10189999738940969
i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,Positive,i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,0.259,0.0,0.741,0.008600000001024455,Neutral,0.09239999781129882,0.10099999781232327
i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads,Negative,i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads,0.178,0.111,0.71,0.009399998816661537,Neutral,0.0870000003487803,0.09639999916544184
i love my kindle no more stacks of books to trip over on the way to the loo,Positive,i love my kindle no more stacks of books to trip over on the way to the loo,0.196,0.103,0.701,0.009199997293762863,Neutral,0.11180000001331791,0.12099999730708078
although today s keynote rocked for every great announcement at amp t shit on us just a little bit more,Negative,although today s keynote rocked for every great announcement at amp t shit on us just a little bit more,0.181,0.159,0.661,0.0092999980552122,Neutral,0.08750000415602699,0.09680000221123919
its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,Negative,its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,0.0,0.088,0.912,0.008700000762473792,Neutral,0.10860000475076959,0.11730000551324338
fuzzball is more fun than at amp t p,Negative,fuzzball is more fun than at amp t p,0.375,0.0,0.625,0.008600000001024455,Positive,0.09030000364873558,0.09890000364976004
today is a good day to dislike at amp t vote out of office indeed,Negative,today is a good day to dislike at amp t vote out of office indeed,0.176,0.158,0.667,0.009399998816661537,Neutral,0.08290000550914556,0.0923000043258071
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,Positive,got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,0.241,0.089,0.671,0.009300005331169814,Neutral,0.0929000016185455,0.10220000694971532
looks like summize has gone down too many tweets from wwdc perhaps,Negative,looks like summize has gone down too many tweets from wwdc perhaps,0.185,0.0,0.815,0.008600000001024455,Neutral,0.10649999603629112,0.11509999603731558
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,Positive,thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,0.658,0.0,0.342,0.008799994247965515,Positive,0.07700000423938036,0.08579999848734587
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,Negative,man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,0.215,0.099,0.686,0.00960000033956021,Neutral,0.08550000347895548,0.09510000381851569
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,Positive,i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,0.301,0.0,0.699,0.008600000001024455,Neutral,0.09190000128000975,0.1005000012810342
the kindle seems the best ereader but will it work in the uk and where can i get one,Positive,the kindle seems the best ereader but will it work in the uk and where can i get one,0.133,0.0,0.867,0.012800002878066152,Neutral,0.09819999831961468,0.11100000119768083
i have a google addiction thank you for pointing that out hahaha,Positive,i have a google addiction thank you for pointing that out hahaha,0.433,0.0,0.567,0.009499999578110874,Positive,0.07950000144774094,0.08900000102585182
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,Negative,dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,0.339,0.194,0.467,0.009499999578110874,Neutral,0.0847000046633184,0.09420000424142927
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,Positive,excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,0.302,0.0,0.698,0.009199997293762863,Neutral,0.09210000280290842,0.10130000009667128
gonna go see bobby flay moro at shoreline eat and drink gonna be good,Positive,gonna go see bobby flay moro at shoreline eat and drink gonna be good,0.182,0.0,0.818,0.008800001523923129,Neutral,0.08939999679569155,0.09819999831961468
can t wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please,Positive,can t wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please,0.42,0.0,0.58,0.008899995009414852,Positive,0.07449999975506216,0.08339999476447701
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,Positive,my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,0.115,0.083,0.802,0.009499999578110874,Neutral,0.09970000246539712,0.109200002043508
fighting with latex again,Negative,fighting with latex again,0.0,0.455,0.545,0.009200004569720477,Negative,0.08269999671028927,0.09190000128000975
we love you too and don t want you to die latex the devil,Negative,we love you too and don t want you to die latex the devil,0.241,0.364,0.395,0.0092999980552122,Neutral,0.0855999969644472,0.0948999950196594
hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,Negative,hours hours of inkscape crashing normally solid as a rock hours of latex complaining at the slightest thing i can t take any more,0.071,0.08,0.848,0.0092999980552122,Neutral,0.09660000068834051,0.10589999874355271
shit s hitting the fan in iran craziness indeed iranelection,Negative,shit s hitting the fan in iran craziness indeed iranelection,0.159,0.428,0.414,0.009399998816661537,Neutral,0.0853000019560568,0.09470000077271834
monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,Negative,monday already iran may implode kitchen is a disaster seems happy had a nice weekend and is great whoop,0.383,0.148,0.469,0.009300005331169814,Neutral,0.08479999814881012,0.09410000347997993
getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,Positive,getting ready to test out some burger receipes this weekend bobby flay has some great receipes to try thanks bobby,0.358,0.0,0.642,0.008600000001024455,Positive,0.12440000136848539,0.13300000136950985
i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here,Positive,i lam so in love with bobby flay he is my favorite rt you need a place in phoenix we have great peppers here,0.379,0.0,0.621,0.008900002285372466,Positive,0.09080000018002465,0.09970000246539712
i just created my first latex file from scratch that didn t work out very well see it s a great time waster,Negative,i just created my first latex file from scratch that didn t work out very well see it s a great time waster,0.347,0.0,0.653,0.009000003046821803,Positive,0.0883999964571558,0.0973999995039776
using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,Positive,using linux and loving it so much nicer than windows looking forward to using the wysiwyg latex editor,0.307,0.0,0.693,0.008999995770864189,Neutral,0.08649999654153362,0.09549999231239781
after using latex a lot any other typeset mathematics just looks hideous,Positive,after using latex a lot any other typeset mathematics just looks hideous,0.0,0.0,1.0,0.008499999239575118,Neutral,0.10829999519046396,0.11679999443003908
on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now,Negative,on that note i hate word i hate pages i hate latex there i said it i hate latex all you texn rds can come kill me now,0.0,0.52,0.48,0.00910000380827114,Negative,0.0689999942551367,0.07809999806340784
ahhh back in a real text editing environment i lt latex,Positive,ahhh back in a real text editing environment i lt latex,0.0,0.0,1.0,0.00839999847812578,Neutral,0.11249999806750566,0.12089999654563144
trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,Negative,trouble in iran i see hmm iran iran so far away flockofseagullsweregeopoliticallycorrect,0.0,0.213,0.787,0.009000003046821803,Neutral,0.08549999620299786,0.09449999924981967
reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,Negative,reading the tweets coming out of iran the whole thing is terrifying and incredibly sad,0.0,0.353,0.647,0.009000003046821803,Negative,0.09030000364873558,0.09930000669555739
